group_id,Premise,Hypothesis,label
1601,নৌকায় কয়েকজন মানুষ আছে। দুইদিকে পাহাড় আছে।,দুই পাহাড়ের মাঝখানে নৌকায় কিছু লোক আছে যারা জাল দিয়ে মাছ ।,Neutral
1601,নৌকায় কয়েকজন মানুষ আছে। দুইদিকে পাহাড় আছে।,একজন মানুষ গাড়ি চালাচ্ছে।,Contradiction
1602,পাহাড়ের মাঝ দিয়ে নদীতে একটি নৌকা যাহাতে কিছু মানুষ ঘুরে বেড়াচ্ছে।,পাহাড়ের মাঝে এক নদীতে নৌকায় চড়ছে কয়েকজন মানুষ।,Entailment
1602,পাহাড়ের মাঝ দিয়ে নদীতে একটি নৌকা যাহাতে কিছু মানুষ ঘুরে বেড়াচ্ছে।,পাহাড়ের মাঝে এক নদীতে নৌকায় চড়ছে কয়েকজন মানুষ যাদের মধ্যে সবাই পুরুষ ছিল।,Neutral
1602,পাহাড়ের মাঝ দিয়ে নদীতে একটি নৌকা যাহাতে কিছু মানুষ ঘুরে বেড়াচ্ছে।,কিছু মানুষ গাড়িতে চর্চা।,Contradiction
1603,একজন মানুষ আছে।,একটি মানুষ আছে।,Entailment
1603,একজন মানুষ আছে।,একটি মানুষ আছে নৌকাতে।,Neutral
1603,একজন মানুষ আছে।,৩৫ টি ছেলে আছে।,Contradiction
1604,একটি মেয়ে শিশু দাঁড়িয়ে আছে।,একটি মেয়ে বাচ্চা দাঁড়িয়ে আছে।,Entailment
1604,একটি মেয়ে শিশু দাঁড়িয়ে আছে।,একটি মেয়ে বাচ্চা দাঁড়িয়ে আছে এবং টিভি দেখছে।,Neutral
1604,একটি মেয়ে শিশু দাঁড়িয়ে আছে।,একটি মেয়ে বাচ্চা বসে আছে।,Contradiction
1605,একটি পার্কের সেতুর উপরে দাঁড়িয়ে আছে একজন বাচ্চা মেয়ে।,একটি বাচ্চা মেয়ে দাঁড়িয়ে আছে একটি পার্কার যেহেতুর উপরে।,Entailment
1605,একটি পার্কের সেতুর উপরে দাঁড়িয়ে আছে একজন বাচ্চা মেয়ে।,একটি বাচ্চা মেয়ে দাঁড়িয়ে আছে একটি পার্কার যেহেতুর উপরে এবং বাদাম খাচ্ছে।,Neutral
1605,একটি পার্কের সেতুর উপরে দাঁড়িয়ে আছে একজন বাচ্চা মেয়ে।,একটি মেয়ে বাসায় সফাতে বসে আছে।,Contradiction
1606,একটি টেবিল এর সামনে দাঁড়িয়ে আছে ৯ জন পুরুষ এবং টেবিল এ কিছু রাখা আছে।,৯ জন পুরুষ একটি টেবিলের সামনে দাঁড়িয়ে আছে যার উপর কিছু রাখা আছে।,Entailment
1606,একটি টেবিল এর সামনে দাঁড়িয়ে আছে ৯ জন পুরুষ এবং টেবিল এ কিছু রাখা আছে।,একটি হলের  মধ্যে ৯ জন মানুষ দাঁড়িয়ে আছে একটি টেবিলের সামনে।,Neutral
1606,একটি টেবিল এর সামনে দাঁড়িয়ে আছে ৯ জন পুরুষ এবং টেবিল এ কিছু রাখা আছে।,একটি মাঠে ৯ জন মানুশ ফটবল খেলছে।,Contradiction
1607,পাঁচটি শিশু আছে।,৫ টি শিশু আছে।,Entailment
1607,পাঁচটি শিশু আছে।,পার্কার ভিতরে ৫ টি শিশু আছে।,Neutral
1607,পাঁচটি শিশু আছে।,১০ টি শিশু আছে।,Contradiction
1608,একটি মন্দিরের সামনে বসে আছে ৫ জন বাচ্চা যারা খালি গায়ে আছে যার মাঝে একজন পার্থনা করছে।,৫ টি শিশু খালি গাঁয়ে মন্দিরের সামনে বসে আছে যাদের মধ্যে একজন প্রার্থনা করছে।,Entailment
1608,একটি মন্দিরের সামনে বসে আছে ৫ জন বাচ্চা যারা খালি গায়ে আছে যার মাঝে একজন পার্থনা করছে।,"রবিবার সকালে, ৫ টি শিশু খালি গাঁয়ে মন্দিরের সামনে বসে আছে যাদের মধ্যে একজন প্রার্থনা করছে।",Neutral
1608,একটি মন্দিরের সামনে বসে আছে ৫ জন বাচ্চা যারা খালি গায়ে আছে যার মাঝে একজন পার্থনা করছে।,একটি বুড়া লোক মসজিদে নামাজ পড়ছে।,Contradiction
1609,"একজন নারী, একজন পুরুষ ও একটি শিশু আছে।","৩ জন মানুষ আছে যাদের মধ্যে একজন পুরুষ, একজন শিশু এবং একটি নারী।",Entailment
1609,"একজন নারী, একজন পুরুষ ও একটি শিশু আছে।","নৌকার মধ্যে ৩ জন মানুষ আছে যাদের মধ্যে একজন পুরুষ, একজন শিশু এবং একটি নারী।",Neutral
1609,"একজন নারী, একজন পুরুষ ও একটি শিশু আছে।",২টি পুরুষ ও একটি শিশু আছে।,Contradiction
1610,১ খালি গায়ের পুরুষ একজন বাচ্চাকে কোলে নিয়ে দাঁড়িয়ে আছে এবং তার পাশে ১ জন  শাড়ি পরা মহিলা মাথায় কাপড় ধরে হাসছে।,একটি পুরুষ খালি গায়ে আছে যার কোলে বাচ্চা এবং তাদের পাশে একজন শাড়ি পড়া নারী।,Entailment
1610,১ খালি গায়ের পুরুষ একজন বাচ্চাকে কোলে নিয়ে দাঁড়িয়ে আছে এবং তার পাশে ১ জন  শাড়ি পরা মহিলা মাথায় কাপড় ধরে হাসছে।,ধান ক্ষেতের পাশে একটি পুরুষ খালি গায়ে আছে যার কোলে বাচ্চা এবং তাদের পাশে একজন শাড়ি পড়া নারী।,Neutral
1610,১ খালি গায়ের পুরুষ একজন বাচ্চাকে কোলে নিয়ে দাঁড়িয়ে আছে এবং তার পাশে ১ জন  শাড়ি পরা মহিলা মাথায় কাপড় ধরে হাসছে।,একটি ছেলে গাড়ি চালাচ্ছে।,Contradiction
1611,দুইজন মানুষ একটি নৌকা চালাচ্ছে।,একটি নৌকা চালাচ্ছে দুইজন মানুষ।,Entailment
1611,দুইজন মানুষ একটি নৌকা চালাচ্ছে।,একটি নৌকা চালাচ্ছে দুইজন মানুষ। তাদের সামনে একটি বিশাল পাহাড়।,Neutral
1611,দুইজন মানুষ একটি নৌকা চালাচ্ছে।,৩ জন নৌকা চালাচ্ছে।,Contradiction
1612,২ জন মাঝি একটি নৌকা চালিয়ে যাচ্ছে বিলের মধ্য দিয়ে।,একটি বিলের মধ্যে ২ জন মানুষ নৌকা চালাচ্ছে।,Entailment
1612,২ জন মাঝি একটি নৌকা চালিয়ে যাচ্ছে বিলের মধ্য দিয়ে।,একটি বিলের মধ্যে ২ জন মানুষ নৌকা চালাচ্ছে এবং তারা মাছ ধরছে  জাল দিয়ে।,Neutral
1612,২ জন মাঝি একটি নৌকা চালিয়ে যাচ্ছে বিলের মধ্য দিয়ে।,দুইজন মানুষ সাইকেল চালাচ্ছে।,Contradiction
1613,ছয়জন পুরুষ আছে।,৬ টি পুরুষ আছে।,Entailment
1613,ছয়জন পুরুষ আছে।,বাসের মধ্যে ৬ জন পুরুষ আছে।,Neutral
1613,ছয়জন পুরুষ আছে।,৬ জন মেয়ে আছে।,Contradiction
1614,২ জন কোর্ট পরা পুরুষ চেয়ার এ বসে লিখছে এবং পিছনে ৩ জন দাঁড়িয়ে আছে এবং সামনে ১জন দেখিয়ে দিচ্ছে।,দুইজন লোক কোর্ট পরে চেয়ারে বসে লিখছে।,Entailment
1614,২ জন কোর্ট পরা পুরুষ চেয়ার এ বসে লিখছে এবং পিছনে ৩ জন দাঁড়িয়ে আছে এবং সামনে ১জন দেখিয়ে দিচ্ছে।,"একটি অফিসে, দুইজন লোক কোর্ট পরে চেয়ারে বসে লিখছে যাদের পিছনে তিনজন।",Neutral
1614,২ জন কোর্ট পরা পুরুষ চেয়ার এ বসে লিখছে এবং পিছনে ৩ জন দাঁড়িয়ে আছে এবং সামনে ১জন দেখিয়ে দিচ্ছে।,একজন মোটা ছেলে যার নাম আনাস মুজিব গেঞ্জি পরে আছে।,Contradiction
1615,কয়েকজন নারী ও শিশু আছে।,কিছু শিশু ও নারী আছে।,Entailment
1615,কয়েকজন নারী ও শিশু আছে।,বাড়ির ভিতরে কিছু শিশু ও নারী আছে।,Neutral
1615,কয়েকজন নারী ও শিশু আছে।,কিছু পুরুষ আছে।,Contradiction
1616,১ জন মরা মহিলা  মানুষকে সুয়িয়ে রাখা হয়েছে এবং কিছু নারী বাচ্চা দাঁড়িয়ে বসে তাকে দেখছে।,একজন মৃত মহিলা মানুষ কে কিছু মেয়ে বাচ্চা দাঁড়িয়ে দেখছে।,Entailment
1616,১ জন মরা মহিলা  মানুষকে সুয়িয়ে রাখা হয়েছে এবং কিছু নারী বাচ্চা দাঁড়িয়ে বসে তাকে দেখছে।,মসজিদের সামনে একজন মৃত মহিলা মানুষ কে কিছু মেয়ে বাচ্চা দাঁড়িয়ে দেখছে।,Neutral
1616,১ জন মরা মহিলা  মানুষকে সুয়িয়ে রাখা হয়েছে এবং কিছু নারী বাচ্চা দাঁড়িয়ে বসে তাকে দেখছে।,একজন মহিলা রান্না করছে।,Contradiction
1617,দুইটি শিশু বসে আছে।,২ টি শিশু বসে আছে।,Entailment
1617,দুইটি শিশু বসে আছে।,সফাতে ২ জন শিশু বসে আছে।,Neutral
1617,দুইটি শিশু বসে আছে।,৩ জন পুরুষ আছে।,Contradiction
1618,২ জন ছোট বাচ্চা বসে খেলছে যার একজন খালি গা আরেকজন একটি সেন্তু গেঞ্জি পরে আছে।,২ টি  শিশু বসে আছে যাদের মধ্যে একজন সেন্ড গেঞ্জি পরে আছে এবং একজন খালি গা।,Entailment
1618,২ জন ছোট বাচ্চা বসে খেলছে যার একজন খালি গা আরেকজন একটি সেন্তু গেঞ্জি পরে আছে।,মাঠের সামনে ২ টি শিশু বসে আছে যাদের মধ্যে একজন সেন্ড গেঞ্জি পরে আছে এবং একজন খালি গা।,Neutral
1618,২ জন ছোট বাচ্চা বসে খেলছে যার একজন খালি গা আরেকজন একটি সেন্তু গেঞ্জি পরে আছে।,২০ জন বালক একসাথে ফুটবল খেলছে।,Contradiction
1619,চারজন পুরুষ ও একজন নারী দাঁড়িয়ে আছে।,একটি নারী ও ৪ জন লোক দাঁড়িয়ে আছে।,Entailment
1619,চারজন পুরুষ ও একজন নারী দাঁড়িয়ে আছে।,রাস্তার মধ্যে ৪ জন লোক ও একজন নারী দাঁড়িয়ে আছে।,Neutral
1619,চারজন পুরুষ ও একজন নারী দাঁড়িয়ে আছে।,২৪ জন নারী নাচনাচি করছে।,Contradiction
1620,৫ জন দাঁড়িয়ে আছে যার মাঝে ৪ জন ছেলে  হাতে লাটি নিয়ে আছে এবং ১ জন আদিবাসী মহিলা তাদের সাথে।,৪ জন ছেলে হাতে লাঠি নিয়ে এবং একজন আদিবাসী নারী দাঁড়িয়ে আছে।,Entailment
1620,৫ জন দাঁড়িয়ে আছে যার মাঝে ৪ জন ছেলে  হাতে লাটি নিয়ে আছে এবং ১ জন আদিবাসী মহিলা তাদের সাথে।,উঠানের মধ্যে ৪ জন ছেলে হাতে লাঠি নিয়ে এবং একজন আদিবাসী নারী দাঁড়িয়ে আছে।,Neutral
1620,৫ জন দাঁড়িয়ে আছে যার মাঝে ৪ জন ছেলে  হাতে লাটি নিয়ে আছে এবং ১ জন আদিবাসী মহিলা তাদের সাথে।,একজন বালক গিটার নিয়ে দাঁড়িয়ে আছে।,Contradiction
1621,ছয়জন নারী ও একজন পুরুষ বসে আছে।,একটি লোক ও ৬ জন মহিলা বসে আছে।,Entailment
1621,ছয়জন নারী ও একজন পুরুষ বসে আছে।,কবির সাহেবের বাসায় একটি লোক ও ৬ জন মহিলা বসে আছে।,Neutral
1621,ছয়জন নারী ও একজন পুরুষ বসে আছে।,৬ জন লোক ও একজন নারী বসে আছে.,Contradiction
1622,কিছু নারী পুরুষ বসে  আছে একটি মঞ্চে যাদের সামনে একটি করে মাইক্রো ফোন।,একটি মঞ্চের মধ্যে কিছু নারী ও পুরুষ বসে আছে।,Entailment
1622,কিছু নারী পুরুষ বসে  আছে একটি মঞ্চে যাদের সামনে একটি করে মাইক্রো ফোন।,একটি মঞ্চে সংগীত প্রতিযোগিতা হয়েছিল এবং সেই মঞ্চের মধ্যে কিছু নারী ও পুরুষ বসে আছে।,Neutral
1622,কিছু নারী পুরুষ বসে  আছে একটি মঞ্চে যাদের সামনে একটি করে মাইক্রো ফোন।,কিছু মহিলা কাপড় ধুচ্ছিলেন।,Contradiction
1623,তিনজন নারী নৃত্য করছে। পিছনে অনেকগুলো মানুষ আছে।,৩ টি নারী নাচচ্ছে যাদের পিছনে অনেকগুলো মানুষ ছিল।,Entailment
1623,তিনজন নারী নৃত্য করছে। পিছনে অনেকগুলো মানুষ আছে।,মঞ্চের মধ্যে ৩ টি নারী নাচচ্ছে যাদের পিছনে অনেকগুলো মানুষ ছিল।,Neutral
1623,তিনজন নারী নৃত্য করছে। পিছনে অনেকগুলো মানুষ আছে।,১০ জন বালক ফুটবল খেলছে।,Contradiction
1624,৩ জন মেয়ে মঞ্চে নাচ করছে শাড়ি পরে এবং নীচ থেকে মাঠ ভর্তি মানুষ নাচ দেখছে।,শাড়ি পরে ৩ টি বালিকা মঞ্চের উপরে নৃত্য করছে যাদের ম্যাথ ভর্তি মানুষ  দেখছে।,Entailment
1624,৩ জন মেয়ে মঞ্চে নাচ করছে শাড়ি পরে এবং নীচ থেকে মাঠ ভর্তি মানুষ নাচ দেখছে।,"বৈশাখ উপলক্ষ্যে মঞ্চে শাড়ি পরে ৩ জন মেয়ে নাচছে, দেখছে বিপুল সংখ্যক মানুষ।",Neutral
1624,৩ জন মেয়ে মঞ্চে নাচ করছে শাড়ি পরে এবং নীচ থেকে মাঠ ভর্তি মানুষ নাচ দেখছে।,ছোট আজমাইন নাচতে পছন্দ করে।,Contradiction
1625,কয়েকজন পুরুষ একটি ব্যানার হাতে দাঁড়িয়ে আছে।,ব্যানার হাতে নিয়ে কিছু পুরুষ দাঁড়িয়ে আছে।,Entailment
1625,কয়েকজন পুরুষ একটি ব্যানার হাতে দাঁড়িয়ে আছে।,ফুটবল ম্যাচের আগে কিছু পুরুষ ব্রাজিলের ব্যানার হাতে নিয়ে দাঁড়িয়ে আছে।,Neutral
1625,কয়েকজন পুরুষ একটি ব্যানার হাতে দাঁড়িয়ে আছে।,একজন ছেলে ফুটবল নিয়ে দাঁড়িয়ে আছে।,Contradiction
1626,৭ জন ছেলে হাতে একটি ব্যানার নিয়ে দাঁড়িয়ে আছে যাদের পিছনে একটি কলেজের বিল্ডিং।,কলেজ ভবনের সামনে সাতজন ছেলে হাতে ব্যানার নিয়ে দাঁড়িয়ে আছে।,Entailment
1626,৭ জন ছেলে হাতে একটি ব্যানার নিয়ে দাঁড়িয়ে আছে যাদের পিছনে একটি কলেজের বিল্ডিং।,২১ ফেব্রুয়ারি উপলক্ষে সাত ছেলে কলেজ ভবনের সামনে ব্যানার নিয়ে দাঁড়িয়ে আছে।,Neutral
1626,৭ জন ছেলে হাতে একটি ব্যানার নিয়ে দাঁড়িয়ে আছে যাদের পিছনে একটি কলেজের বিল্ডিং।,৭ জন ছেলের হাতে বানানে ছিলোনা।,Contradiction
1627,মঞ্চের উপর অনেকগুলো মানুষ দাঁড়িয়ে আছে।,অনেকগুলো মানুষ মঞ্চের উপর দাঁড়িয়ে আছে।,Entailment
1627,মঞ্চের উপর অনেকগুলো মানুষ দাঁড়িয়ে আছে।,স্কুলের মঞ্চের উপর অনেকগুলা মানুষ দাঁড়িয়ে আছে।,Neutral
1627,মঞ্চের উপর অনেকগুলো মানুষ দাঁড়িয়ে আছে।,মাঠে অনেক গুলা ছেলে দাঁড়িয়ে আছে।,Contradiction
1628,একটি নৌকার উপর একজন পুরুষ বসে আছে।,একটি পুরুষ একটি নৌকার উপর বসে আছে।,Entailment
1628,একটি নৌকার উপর একজন পুরুষ বসে আছে।,একজন লোক একটি বিশাল নৌকার উপরে বসে আছে এবং গান করছে।,Neutral
1628,একটি নৌকার উপর একজন পুরুষ বসে আছে।,একজন লোক বাইকার উপরে বসে আছে।,Contradiction
1629,পানিতে ভাসছে একটি নৌকা যাতে বসে আছে খালি গায়ের লুঙ্গী পরা একজন পুরুষ।,একজন পুরুষ খালি গায়ে এবং লুঙ্গি পরে একটি নৌকাতে বসে আছে।,Entailment
1629,পানিতে ভাসছে একটি নৌকা যাতে বসে আছে খালি গায়ের লুঙ্গী পরা একজন পুরুষ।,খালি গায়ে এবং বাদামী রঙের লুঙ্গি পরা একজন লোক নৌকায় বসে মাছ ধরছে।,Neutral
1629,পানিতে ভাসছে একটি নৌকা যাতে বসে আছে খালি গায়ের লুঙ্গী পরা একজন পুরুষ।,একজন ছেলে নীল গেঞ্জি পরে গান গাচ্ছে।,Contradiction
1630,"কয়েকজন মানুষ, কয়েকটি সাইকেল ও একটি গাড়ি দেখা যাচ্ছে।","কিছু মানুষ, সাইকেল এবং একটি গাড়ি দেখা যাচ্ছে।",Entailment
1630,"কয়েকজন মানুষ, কয়েকটি সাইকেল ও একটি গাড়ি দেখা যাচ্ছে।","একটি পার্কিং করার জায়গায় কিছু মানুষ, সাইকেল এবং একটি গাড়ি দেখা যাচ্ছে।",Neutral
1630,"কয়েকজন মানুষ, কয়েকটি সাইকেল ও একটি গাড়ি দেখা যাচ্ছে।",বাচ্চা তার নাম আজমাইন মাহতাব।,Contradiction
1631,২ জন ছেলে সাইকেলে পেপার নিয়ে দাঁড়িয়ে আছে রাস্তার পাশে এবং পাশে আরেকজন ছেলে শুধু সাইকেলে বসে আছে।,সাইকেলে পেপার নিয়ে রাস্তার পাশে দাঁড়িয়ে আছে ২ টি বালক।,Entailment
1631,২ জন ছেলে সাইকেলে পেপার নিয়ে দাঁড়িয়ে আছে রাস্তার পাশে এবং পাশে আরেকজন ছেলে শুধু সাইকেলে বসে আছে।,ভোর ৫ টার দিকে ২ জন ছেলে সাইকেলে পেপার নিয়ে রাস্তার পাশে দাঁড়িয়ে আছে।,Neutral
1631,২ জন ছেলে সাইকেলে পেপার নিয়ে দাঁড়িয়ে আছে রাস্তার পাশে এবং পাশে আরেকজন ছেলে শুধু সাইকেলে বসে আছে।,দুইজন ছেলে ব্যাডমিন্ট রেকেট নিয়ে মাঠে দাঁড়িয়ে আছে।,Contradiction
1632,চারজন মানুষ আছে।,৪ টি মানুষ রয়েছে।,Entailment
1632,চারজন মানুষ আছে।,শোভনের গাড়িতে ৪ জন মানুষ আছে।,Neutral
1632,চারজন মানুষ আছে।,২ জন মানুষ আছে।,Contradiction
1633,একটি নৌকায় বসে আছে ২ জন ছেলে এবং পাশে পাড়ে  ২ জন মানুষ দাঁড়িয়ে আছে এবং পাশে  একটি গাছ ডাল নেই ।,"একটা নৌকায় ২ টা ছেলে বসে আছে আর ২ টা লোক পাড়ে দাঁড়িয়ে আছে, তার পাশে একটা গাছের ডালও নেই।",Entailment
1633,একটি নৌকায় বসে আছে ২ জন ছেলে এবং পাশে পাড়ে  ২ জন মানুষ দাঁড়িয়ে আছে এবং পাশে  একটি গাছ ডাল নেই ।,তুমুল ঝড়ের মধ্যে ৪ জন মানুষ যার মধ্যে ২ টি ছেলে একটি নৌকায় বসে আছে এবং ২টি লোক পাশে পারে দাঁড়িয়ে আছে।,Neutral
1633,একটি নৌকায় বসে আছে ২ জন ছেলে এবং পাশে পাড়ে  ২ জন মানুষ দাঁড়িয়ে আছে এবং পাশে  একটি গাছ ডাল নেই ।,২ জন বুড়ো লোক সাইকেল চালাচ্ছে।,Contradiction
1634,দুইজন নারী ও তিনজন পুরুষ পাশাপাশি দাঁড়িয়ে আছে।,দুইজন মহিলার পাশে ৩ জন পুরুষ দাঁড়িয়ে আছে।,Entailment
1634,দুইজন নারী ও তিনজন পুরুষ পাশাপাশি দাঁড়িয়ে আছে।,একটি ওয়ালের সামনে ৩ জন পুরুষের পাশে ২ জন নারী দাঁড়িয়ে আছে।,Neutral
1634,দুইজন নারী ও তিনজন পুরুষ পাশাপাশি দাঁড়িয়ে আছে।,বাংলাদেশের জাতীয় ফেলল হচ্ছে কাঁঠাল।,Contradiction
1635,২ জন মেয়ে ৩ জন ছেলে একসাথে দাঁড়িয়ে হাসছে যাদের একজন মঝে থেকে দুহাত দিয়ে তাদের ধরে রেখেছে।,২টি মেয়ে দাঁড়িয়ে হাসছে তিনটি ছেলের সাথে।,Entailment
1635,২ জন মেয়ে ৩ জন ছেলে একসাথে দাঁড়িয়ে হাসছে যাদের একজন মঝে থেকে দুহাত দিয়ে তাদের ধরে রেখেছে।,নীল কুড়ে ঘরটার পাশে ৩ জন ছেলে এবং ২ জন মেয়ে দাঁড়িয়ে হাসাহাসি করছে।,Neutral
1635,২ জন মেয়ে ৩ জন ছেলে একসাথে দাঁড়িয়ে হাসছে যাদের একজন মঝে থেকে দুহাত দিয়ে তাদের ধরে রেখেছে।,৪ জন ছেলে কুস্তি খেলছে।,Contradiction
1636,দুইজন পুরুষ আছে।,দুইটি লোক আছে।,Entailment
1636,দুইজন পুরুষ আছে।,মসজিদের ভিতরে দেখা যাচ্ছে ২টি পুরুষ আছে।,Neutral
1636,দুইজন পুরুষ আছে।,৩ জন নারী আছে।,Contradiction
1637,"রাতের  আলোতে ২ জন পুরুষ, একজন  হাতে ক্যামেরা নিয়ে আরেকজন হাতে লাইট নিয়ে দাঁড়িয়ে আছে।",একজন পুরুষ হাতে ক্যামেরা নিয়ে এবং আরেকজন হাতে লাইট নিয়ে রাতের আলোতে দাঁড়িয়ে আছে।,Entailment
1637,"রাতের  আলোতে ২ জন পুরুষ, একজন  হাতে ক্যামেরা নিয়ে আরেকজন হাতে লাইট নিয়ে দাঁড়িয়ে আছে।",একটি লোক হাতে ক্যামেরা নিয়ে এবং আরেকজন লাইট নিয়ে রাতে দাঁড়িয়ে আছে এবং চোর খুঁজছে।,Neutral
1637,"রাতের  আলোতে ২ জন পুরুষ, একজন  হাতে ক্যামেরা নিয়ে আরেকজন হাতে লাইট নিয়ে দাঁড়িয়ে আছে।",২ জন পুরুষ সকাল বেলায় মাছ ধরতে বের হয়েছে।,Contradiction
1638,একজন মানুষ হেঁটে যাচ্ছে।,একটি মানব হেটে যাচ্ছে।,Entailment
1638,একজন মানুষ হেঁটে যাচ্ছে।,রাস্তার পাশ দিয়ে হেটে যাচ্ছে একটি ছেলে।,Neutral
1638,একজন মানুষ হেঁটে যাচ্ছে।,একটি মানুষ বসে আছে।,Contradiction
1639,কয়েকটি গাছের সারি যার একটি সারি সামনে দিয়ে হেটে যাচ্ছে একজন ছোট মেয়ে।,একটি বালিকা একটি গাছের শারির সামনে দিয়ে হেটে যাচ্ছে।,Entailment
1639,কয়েকটি গাছের সারি যার একটি সারি সামনে দিয়ে হেটে যাচ্ছে একজন ছোট মেয়ে।,করা রোধের মধ্যে একই ছোট মেয়ে হেঁটে যাচ্ছে।,Neutral
1639,কয়েকটি গাছের সারি যার একটি সারি সামনে দিয়ে হেটে যাচ্ছে একজন ছোট মেয়ে।,একটি মেয়ে পানিতে সাঁতার কাটছে।,Contradiction
1640,১ জন পুরুষ হাত তোলে আছে যার পিছনে এবং পাশে হাতে পোস্টার এবং খালি হাতে দাঁড়িয়ে আছে কিছু পুরুষ।,একটি পুরুশ যিনি হাত তুলে আছে এবং তার পিছে এবং পাশে কিছু মানুষ দাঁড়ায় আছে।,Entailment
1640,১ জন পুরুষ হাত তোলে আছে যার পিছনে এবং পাশে হাতে পোস্টার এবং খালি হাতে দাঁড়িয়ে আছে কিছু পুরুষ।,ইলেক্শনের ময়দানে দেখা যাচ্ছে একটি পুরুশ কে যিনি হাত তুলে আছে এবং তার পিছে এবং পাশে কিছু মানুষ দাঁড়ায় আছে।,Neutral
1640,১ জন পুরুষ হাত তোলে আছে যার পিছনে এবং পাশে হাতে পোস্টার এবং খালি হাতে দাঁড়িয়ে আছে কিছু পুরুষ।,একটি মানুষ যার হাতে একটি হাতুড়ি আছে।,Contradiction
1641,তিনটি নৌকায় তিনজন মানুষ আছে।,তিনটি মানুষ ৩টি নৌকা তে আছে।,Entailment
1641,তিনটি নৌকায় তিনজন মানুষ আছে।,সমুদ্রে দেখা যাচ্ছে ৩টি নৌকায় ৩ টি মানুষ আছে।,Neutral
1641,তিনটি নৌকায় তিনজন মানুষ আছে।,৩ জন মানুষ সোফায় বসে আছে।,Contradiction
1642,পানিতে হলুদ আলো পরে আছে এবং ৩ টি নৌকায় ৩ জন মাঝি বসে আছে।,৩টি মাঝি বসে আছে ৩টি নৌকাতে এবং হলুদ আলো পরে আছে ।,Entailment
1642,পানিতে হলুদ আলো পরে আছে এবং ৩ টি নৌকায় ৩ জন মাঝি বসে আছে।,ভোর সকালে দেখা যাচ্ছে পানিতে হলুদ আলো পরে আছে এবং ৩ জন মানব ৩ টি নৌকায়।,Neutral
1642,পানিতে হলুদ আলো পরে আছে এবং ৩ টি নৌকায় ৩ জন মাঝি বসে আছে।,পানির মধ্যে দেখা যাচ্ছে নীল এল দেখা যাচ্ছে।,Contradiction
1643,রাস্তা দিয়ে দুইজন মানুষ সাইকেল চালাচ্ছে।,২ জন মানুষ রাস্তার মধ্যে দিয়ে সাইকেল চালাচ্ছে।,Entailment
1643,রাস্তা দিয়ে দুইজন মানুষ সাইকেল চালাচ্ছে।,আজমাইনের বাসার পাশের রাস্তায় দুইজন পুরুষ সাইকেল চালাচ্ছে।,Neutral
1643,রাস্তা দিয়ে দুইজন মানুষ সাইকেল চালাচ্ছে।,দুইজন নারী হোন্ডা চালিয়ে যাচ্ছে।,Contradiction
1644,দুইজন নারী ও অনেকগুলো মানুষ আছে।,অনেকগুলা মানুষের সাথে দুইজন মানুষ আছে।,Entailment
1644,দুইজন নারী ও অনেকগুলো মানুষ আছে।,মঞ্চের মাঝে অনেকগুলা মানুষ আছে।,Neutral
1644,দুইজন নারী ও অনেকগুলো মানুষ আছে।,৪টি মহিলা আছে মঞ্চে।,Contradiction
1645,কিছু ছেলেমেয়ে বসে এবং দাঁড়িয়ে আছে একসাথে যাদের সামনে একটি ল্যাপটপ।,কিছু ছেলে এবং মেয়ের সামনে একটি ল্যাপটপ।,Entailment
1645,কিছু ছেলেমেয়ে বসে এবং দাঁড়িয়ে আছে একসাথে যাদের সামনে একটি ল্যাপটপ।,কিছু ছেলে এবং মেয়ের সামনে একটি ল্যাপটপ জেতার মধ্যে তারা কার্টুন দেখছে।,Neutral
1645,কিছু ছেলেমেয়ে বসে এবং দাঁড়িয়ে আছে একসাথে যাদের সামনে একটি ল্যাপটপ।,একটি লোকের সামনে মোবাইল।,Contradiction
1646,একজন মানুষ কাজ করছে।,একটি মানব কাজ করছে।,Entailment
1646,একজন মানুষ কাজ করছে।,একটা ছেলে মাথায় তোয়ালে জড়িয়ে ছাদে কাজ করছে।,Neutral
1646,একজন মানুষ কাজ করছে।,একজন মানুষ আরাম করে ঘুমাচ্ছে।,Contradiction
1647,সরিষা ক্ষেতের মাঝে একজন মানুষ আছে।,একটি মানুষ ক্ষেতে আছে।,Entailment
1647,সরিষা ক্ষেতের মাঝে একজন মানুষ আছে।,সাদা সেন্ড গেঞ্জি পর একটি মানুষ সরিষা খেতে আছে দেখা যাচ্ছে।,Neutral
1647,সরিষা ক্ষেতের মাঝে একজন মানুষ আছে।,একজন নারী চা বাগানে চা  চাষ করছে।,Contradiction
1648,হলুদ  সরিষা ক্ষেতের মাঝে দিয়ে হেটে যাচ্ছে একজন মহিলা।,একটি নারী হেটে যাচ্ছে ক্ষেতের মাঝ দিয়ে।,Entailment
1648,হলুদ  সরিষা ক্ষেতের মাঝে দিয়ে হেটে যাচ্ছে একজন মহিলা।,রাকিব ছাঁদ ঠিক দেখতে পারছিলো একটি নারী হেটে যাচ্ছে ক্ষেতের মাঝ দিয়ে।,Neutral
1648,হলুদ  সরিষা ক্ষেতের মাঝে দিয়ে হেটে যাচ্ছে একজন মহিলা।,ধান ক্ষেত দিয়ে হেটে যাচ্ছিলো একজন নারী।,Contradiction
